x, y, vx, vy, Paddle.y, paddle_position
0.5833333333333334,0.09833333333333333,0.000819143169694948,-0.0030139525812736454,0.305,right
0.5866666666666667,0.08833333333333333,0.000819143169694948,-0.0030139525812736454,0.305,right
0.59,0.07833333333333334,0.000819143169694948,-0.0030139525812736454,0.305,right
0.5933333333333334,0.06833333333333333,0.000819143169694948,-0.0030139525812736454,0.305,right
0.5966666666666667,0.058333333333333334,0.000819143169694948,-0.0030139525812736454,0.305,right
0.6,0.04833333333333333,0.000819143169694948,-0.0030139525812736454,0.305,right
0.6,0.041666666666666664,0.000819143169694948,0.0030139525812736454,0.305,right
0.6033333333333334,0.051666666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.6066666666666667,0.06166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.61,0.07166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.6133333333333333,0.08166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.6166666666666667,0.09166666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.62,0.10166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.6233333333333333,0.11166666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.6266666666666667,0.12166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.63,0.13166666666666665,0.000819143169694948,0.0030139525812736454,0.305,right
0.6333333333333333,0.14166666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.6366666666666667,0.15166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.64,0.16166666666666665,0.000819143169694948,0.0030139525812736454,0.305,right
0.6433333333333333,0.17166666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.6466666666666666,0.18166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.65,0.19166666666666668,0.000819143169694948,0.0030139525812736454,0.305,right
0.6533333333333333,0.20166666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.6566666666666666,0.21166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.66,0.22166666666666668,0.000819143169694948,0.0030139525812736454,0.305,right
0.6633333333333333,0.23166666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.6666666666666666,0.24166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.67,0.25166666666666665,0.000819143169694948,0.0030139525812736454,0.305,right
0.6733333333333333,0.26166666666666666,0.000819143169694948,0.0030139525812736454,0.305,right
0.6766666666666666,0.27166666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.68,0.2816666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.6833333333333333,0.2916666666666667,0.000819143169694948,0.0030139525812736454,0.305,right
0.6866666666666666,0.3016666666666667,0.000819143169694948,0.0030139525812736454,0.31333333333333335,right
0.69,0.31166666666666665,0.000819143169694948,0.0030139525812736454,0.3233333333333333,right
0.6933333333333334,0.32166666666666666,0.000819143169694948,0.0030139525812736454,0.3283333333333333,right
0.6966666666666667,0.33166666666666667,0.000819143169694948,0.0030139525812736454,0.335,right
0.7,0.3416666666666667,0.000819143169694948,0.0030139525812736454,0.33666666666666667,right
0.7033333333333334,0.3516666666666667,0.000819143169694948,0.0030139525812736454,0.3416666666666667,right
0.7066666666666667,0.3616666666666667,0.000819143169694948,0.0030139525812736454,0.345,right
0.71,0.37166666666666665,0.000819143169694948,0.0030139525812736454,0.34833333333333333,right
0.7133333333333334,0.38166666666666665,0.000819143169694948,0.0030139525812736454,0.3516666666666667,right
0.7166666666666667,0.39166666666666666,0.000819143169694948,0.0030139525812736454,0.355,right
0.72,0.40166666666666667,0.000819143169694948,0.0030139525812736454,0.35833333333333334,right
0.7233333333333334,0.4116666666666667,0.000819143169694948,0.0030139525812736454,0.36333333333333334,right
0.7266666666666667,0.4216666666666667,0.000819143169694948,0.0030139525812736454,0.36666666666666664,right
0.73,0.43166666666666664,0.000819143169694948,0.0030139525812736454,0.37166666666666665,right
0.7333333333333333,0.44166666666666665,0.000819143169694948,0.0030139525812736454,0.37333333333333335,right
0.7366666666666667,0.45166666666666666,0.000819143169694948,0.0030139525812736454,0.375,right
0.74,0.46166666666666667,0.000819143169694948,0.0030139525812736454,0.38,right
0.7433333333333333,0.4716666666666667,0.000819143169694948,0.0030139525812736454,0.38166666666666665,right
0.7466666666666667,0.4816666666666667,0.000819143169694948,0.0030139525812736454,0.38666666666666666,right
0.75,0.49166666666666664,0.000819143169694948,0.0030139525812736454,0.3933333333333333,right
0.7533333333333333,0.5016666666666667,0.000819143169694948,0.0030139525812736454,0.395,right
0.7566666666666667,0.5116666666666667,0.000819143169694948,0.0030139525812736454,0.3983333333333333,right
0.76,0.5216666666666666,0.000819143169694948,0.0030139525812736454,0.4033333333333333,right
0.7633333333333333,0.5316666666666666,0.000819143169694948,0.0030139525812736454,0.4083333333333333,right
0.7666666666666667,0.5416666666666666,0.000819143169694948,0.0030139525812736454,0.41333333333333333,right
0.77,0.5516666666666666,0.000819143169694948,0.0030139525812736454,0.42,right
0.7733333333333333,0.5616666666666666,0.000819143169694948,0.0030139525812736454,0.4266666666666667,right
0.7766666666666666,0.5716666666666667,0.000819143169694948,0.0030139525812736454,0.42833333333333334,right
0.78,0.5816666666666667,0.000819143169694948,0.0030139525812736454,0.435,right
0.7833333333333333,0.5916666666666667,0.000819143169694948,0.0030139525812736454,0.44166666666666665,right
0.7866666666666666,0.6016666666666667,0.000819143169694948,0.0030139525812736454,0.44666666666666666,right
0.79,0.6116666666666667,0.000819143169694948,0.0030139525812736454,0.4483333333333333,right
0.7933333333333333,0.6216666666666667,0.000819143169694948,0.0030139525812736454,0.45166666666666666,right
0.7966666666666666,0.6316666666666667,0.000819143169694948,0.0030139525812736454,0.455,right
0.8,0.6416666666666667,0.000819143169694948,0.0030139525812736454,0.4583333333333333,right
0.8033333333333333,0.6516666666666666,0.000819143169694948,0.0030139525812736454,0.46166666666666667,right
0.8066666666666666,0.6616666666666666,0.000819143169694948,0.0030139525812736454,0.4633333333333333,right
0.81,0.6716666666666666,0.000819143169694948,0.0030139525812736454,0.465,right
0.8133333333333334,0.6816666666666666,0.000819143169694948,0.0030139525812736454,0.465,right
0.8166666666666667,0.6916666666666667,0.000819143169694948,0.0030139525812736454,0.47,right
0.82,0.7016666666666667,0.000819143169694948,0.0030139525812736454,0.4716666666666667,right
0.8233333333333334,0.7116666666666667,0.000819143169694948,0.0030139525812736454,0.4766666666666667,right
0.8266666666666667,0.7216666666666667,0.000819143169694948,0.0030139525812736454,0.485,right
0.83,0.7316666666666667,0.000819143169694948,0.0030139525812736454,0.48833333333333334,right
0.8333333333333334,0.7416666666666667,0.000819143169694948,0.0030139525812736454,0.49666666666666665,right
0.8366666666666667,0.7516666666666667,0.000819143169694948,0.0030139525812736454,0.5016666666666667,right
0.84,0.7616666666666667,0.000819143169694948,0.0030139525812736454,0.5066666666666667,right
0.8433333333333334,0.7716666666666666,0.000819143169694948,0.0030139525812736454,0.5166666666666667,right
0.8466666666666667,0.7816666666666666,0.000819143169694948,0.0030139525812736454,0.5216666666666666,right
0.85,0.7916666666666666,0.000819143169694948,0.0030139525812736454,0.525,right
0.8533333333333334,0.8016666666666666,0.000819143169694948,0.0030139525812736454,0.525,right
0.8566666666666667,0.8116666666666666,0.000819143169694948,0.0030139525812736454,0.5266666666666666,right
0.86,0.8216666666666667,0.000819143169694948,0.0030139525812736454,0.5266666666666666,right
0.8633333333333333,0.8316666666666667,0.000819143169694948,0.0030139525812736454,0.53,right
0.8666666666666667,0.8416666666666667,0.000819143169694948,0.0030139525812736454,0.53,right
0.87,0.8516666666666667,0.000819143169694948,0.0030139525812736454,0.5316666666666666,right
0.8733333333333333,0.8616666666666667,0.000819143169694948,0.0030139525812736454,0.5333333333333333,right
0.8766666666666667,0.8716666666666667,0.000819143169694948,0.0030139525812736454,0.5383333333333333,right
0.88,0.8816666666666667,0.000819143169694948,0.0030139525812736454,0.5383333333333333,right
0.8833333333333333,0.8916666666666667,0.000819143169694948,0.0030139525812736454,0.54,right
0.8866666666666667,0.9016666666666666,0.000819143169694948,0.0030139525812736454,0.54,right
0.89,0.9116666666666666,0.000819143169694948,0.0030139525812736454,0.54,right
0.8933333333333333,0.9216666666666666,0.000819143169694948,0.0030139525812736454,0.54,right
0.8966666666666666,0.9316666666666666,0.000819143169694948,0.0030139525812736454,0.54,right
0.9,0.9416666666666667,0.000819143169694948,0.0030139525812736454,0.54,right
0.9033333333333333,0.9516666666666667,0.000819143169694948,0.0030139525812736454,0.54,right
0.9033333333333333,0.9583333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9066666666666666,0.9483333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.91,0.9383333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9133333333333333,0.9283333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9166666666666666,0.9183333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.92,0.9083333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9233333333333333,0.8983333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9266666666666666,0.8883333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.93,0.8783333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9333333333333333,0.8683333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9366666666666666,0.8583333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.94,0.8483333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9433333333333334,0.8383333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9466666666666667,0.8283333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.95,0.8183333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9533333333333334,0.8083333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9566666666666667,0.7983333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.96,0.7883333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9633333333333334,0.7783333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9666666666666667,0.7683333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.97,0.7583333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9733333333333334,0.7483333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.9766666666666667,0.7383333333333333,0.000819143169694948,-0.0030139525812736454,0.54,right
0.98,0.7283333333333334,0.000819143169694948,-0.0030139525812736454,0.54,right
0.98,0.7283333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9766666666666667,0.7183333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9733333333333334,0.7083333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.97,0.6983333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9666666666666667,0.6883333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9633333333333334,0.6783333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.96,0.6683333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9566666666666667,0.6583333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9533333333333334,0.6483333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.95,0.6383333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9466666666666667,0.6283333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9433333333333334,0.6183333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.94,0.6083333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9366666666666666,0.5983333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9333333333333333,0.5883333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.93,0.5783333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9266666666666666,0.5683333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9233333333333333,0.5583333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.92,0.5483333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9166666666666666,0.5383333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9133333333333333,0.5283333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.91,0.5183333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9066666666666666,0.5083333333333333,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9033333333333333,0.49833333333333335,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.9,0.48833333333333334,-0.000819143169694948,-0.0030139525812736454,0.54,right
0.8966666666666666,0.47833333333333333,-0.000819143169694948,-0.0030139525812736454,0.535,right
0.8933333333333333,0.4683333333333333,-0.000819143169694948,-0.0030139525812736454,0.5266666666666666,right
0.89,0.4583333333333333,-0.000819143169694948,-0.0030139525812736454,0.5166666666666667,right
0.8866666666666667,0.4483333333333333,-0.000819143169694948,-0.0030139525812736454,0.515,right
0.8833333333333333,0.43833333333333335,-0.000819143169694948,-0.0030139525812736454,0.5083333333333333,right
0.88,0.42833333333333334,-0.000819143169694948,-0.0030139525812736454,0.5066666666666667,right
0.8766666666666667,0.41833333333333333,-0.000819143169694948,-0.0030139525812736454,0.5016666666666667,right
0.8733333333333333,0.4083333333333333,-0.000819143169694948,-0.0030139525812736454,0.495,right
0.87,0.3983333333333333,-0.000819143169694948,-0.0030139525812736454,0.48833333333333334,right
0.8666666666666667,0.3883333333333333,-0.000819143169694948,-0.0030139525812736454,0.48,right
0.8633333333333333,0.37833333333333335,-0.000819143169694948,-0.0030139525812736454,0.47,right
0.86,0.36833333333333335,-0.000819143169694948,-0.0030139525812736454,0.46166666666666667,right
0.8566666666666667,0.35833333333333334,-0.000819143169694948,-0.0030139525812736454,0.45666666666666667,right
0.8533333333333334,0.34833333333333333,-0.000819143169694948,-0.0030139525812736454,0.45,right
0.85,0.3383333333333333,-0.000819143169694948,-0.0030139525812736454,0.44666666666666666,right
